name,type,start_time,duration,"mosi"
"SPI","enable",2.60517008,3.99999994e-08,
"SPI","result",2.60517088,9.6e-07,0xBE
"SPI","disable",2.6051732,4.00000004e-08,
"SPI","enable",2.60517836,3.99999999e-08,
"SPI","result",2.6051792,9.60000001e-07,0x3E
"SPI","disable",2.60518148,3.99999999e-08,
"SPI","enable",2.60518668,3.99999994e-08,
"SPI","result",2.60518748,1e-06,0x87
"SPI","disable",2.6051898,3.99999999e-08,
"SPI","enable",2.605195,3.99999999e-08,
"SPI","result",2.6051958,1e-06,0x06
"SPI","disable",2.60519812,3.99999999e-08,
"SPI","enable",2.60520332,3.99999999e-08,
"SPI","result",2.60520412,1e-06,0x81
"SPI","disable",2.60520644,4.00000004e-08,
"SPI","enable",2.60521164,3.99999999e-08,
"SPI","result",2.60521244,1e-06,0x91
"SPI","disable",2.60521476,4.00000004e-08,
"SPI","enable",2.60521996,4.00000004e-08,
"SPI","result",2.60522076,9.6e-07,0x82
"SPI","disable",2.60522308,3.99999994e-08,
"SPI","enable",2.60522824,3.99999994e-08,
"SPI","result",2.60522908,9.6e-07,0x50
"SPI","disable",2.60523136,4.00000004e-08,
"SPI","enable",2.60523656,4.00000004e-08,
"SPI","result",2.60523736,1e-06,0x83
"SPI","disable",2.60523968,3.99999999e-08,
"SPI","enable",2.60524488,4.00000004e-08,
"SPI","result",2.60524568,1e-06,0x7D
"SPI","disable",2.605248,4.00000004e-08,
"SPI","enable",2.6052532,3.99999999e-08,
"SPI","result",2.605254,1e-06,0xAF
"SPI","disable",2.60525632,3.99999999e-08,
"SPI","enable",2.60533852,3.99999994e-08,
"SPI","result",2.60533932,1e-06,0x15
"SPI","disable",2.60534164,4.00000004e-08,
"SPI","enable",2.60534684,3.99999999e-08,
"SPI","result",2.60534764,9.99999999e-07,0x00
"SPI","disable",2.60534996,3.99999999e-08,
"SPI","enable",2.60535516,4.00000004e-08,
"SPI","result",2.60535596,9.6e-07,0x5F
"SPI","disable",2.60535828,4.00000004e-08,
"SPI","enable",2.60536348,3.99999999e-08,
"SPI","result",2.60536428,9.6e-07,0x75
"SPI","disable",2.6053666,4.00000004e-08,
"SPI","enable",2.60537176,3.99999999e-08,
"SPI","result",2.6053726,9.6e-07,0x00
"SPI","disable",2.60537488,4.00000004e-08,
"SPI","enable",2.60538008,3.99999994e-08,
"SPI","result",2.60538088,1e-06,0x3F
"SPI","disable",2.6053832,4.00000004e-08,
"SPI","enable",2.62941816,3.99999999e-08,
"SPI","result",2.62941896,1e-06,0x15
"SPI","disable",2.62942128,3.99999999e-08,
"SPI","enable",2.62942648,4.00000004e-08,
"SPI","result",2.62942728,1e-06,0x00
"SPI","disable",2.6294296,4.00000004e-08,
"SPI","enable",2.6294348,3.99999999e-08,
"SPI","result",2.6294356,1e-06,0x00
"SPI","disable",2.62943792,4.00000004e-08,
"SPI","enable",2.62944312,4.00000004e-08,
"SPI","result",2.62944392,9.6e-07,0x75
"SPI","disable",2.62944624,3.99999994e-08,
"SPI","enable",2.62945144,4.00000004e-08,
"SPI","result",2.62945224,9.6e-07,0x02
"SPI","disable",2.62945456,3.99999999e-08,
"SPI","enable",2.62945972,4.00000004e-08,
"SPI","result",2.62946056,9.6e-07,0x02
"SPI","disable",2.62946284,3.99999999e-08,
"SPI","enable",2.62949168,3.99999999e-08,
"SPI","result",2.62949248,9.99999999e-07,0x15
"SPI","disable",2.6294948,3.99999999e-08,
"SPI","enable",2.6295,3.99999999e-08,
"SPI","result",2.6295008,9.6e-07,0x00
"SPI","disable",2.62950312,4.00000004e-08,
"SPI","enable",2.62950832,3.99999999e-08,
"SPI","result",2.62950912,9.6e-07,0x00
"SPI","disable",2.62951144,4.00000004e-08,
"SPI","enable",2.6295166,3.99999999e-08,
"SPI","result",2.62951744,9.6e-07,0x75
"SPI","disable",2.62951972,4.00000004e-08,
"SPI","enable",2.62952492,3.99999994e-08,
"SPI","result",2.62952572,1e-06,0x04
"SPI","disable",2.62952804,4.00000004e-08,
"SPI","enable",2.62953324,3.99999999e-08,
"SPI","result",2.62953404,1e-06,0x04
"SPI","disable",2.62953636,3.99999999e-08,
"SPI","enable",2.62957476,3.99999999e-08,
"SPI","result",2.62957556,9.6e-07,0x15
"SPI","disable",2.62957788,4.00000004e-08,
"SPI","enable",2.62958308,3.99999994e-08,
"SPI","result",2.62958388,9.6e-07,0x01
"SPI","disable",2.6295862,4.00000004e-08,
"SPI","enable",2.62959136,3.99999999e-08,
"SPI","result",2.6295922,9.6e-07,0x01
"SPI","disable",2.62959448,3.99999999e-08,
"SPI","enable",2.62959968,3.99999994e-08,
"SPI","result",2.62960048,1e-06,0x75
"SPI","disable",2.6296028,4.00000004e-08,
"SPI","enable",2.629608,3.99999999e-08,
"SPI","result",2.6296088,1e-06,0x00
"SPI","disable",2.62961112,3.99999999e-08,
"SPI","enable",2.62961632,4.00000004e-08,
"SPI","result",2.62961712,1e-06,0x00
"SPI","disable",2.62961944,4.00000004e-08,
"SPI","enable",2.6296448,3.99999999e-08,
"SPI","result",2.62964564,9.6e-07,0x15
"SPI","disable",2.62964792,3.99999999e-08,
"SPI","enable",2.62965312,4.00000004e-08,
"SPI","result",2.62965392,1e-06,0x01
"SPI","disable",2.62965624,3.99999994e-08,
"SPI","enable",2.62966144,4.00000004e-08,
"SPI","result",2.62966224,1e-06,0x01
"SPI","disable",2.62966456,3.99999999e-08,
"SPI","enable",2.62966976,3.99999994e-08,
"SPI","result",2.62967056,1e-06,0x75
"SPI","disable",2.62967288,3.99999999e-08,
"SPI","enable",2.62967808,3.99999999e-08,
"SPI","result",2.62967888,9.99999999e-07,0x01
"SPI","disable",2.6296812,3.99999999e-08,
"SPI","enable",2.6296864,3.99999999e-08,
"SPI","result",2.6296872,9.6e-07,0x01
"SPI","disable",2.62968952,4.00000004e-08,
"SPI","enable",2.62971488,3.99999999e-08,
"SPI","result",2.62971568,1e-06,0x15
"SPI","disable",2.629718,4.00000004e-08,
"SPI","enable",2.6297232,4.00000004e-08,
"SPI","result",2.629724,1e-06,0x01
"SPI","disable",2.62972632,3.99999994e-08,
"SPI","enable",2.62973152,4.00000004e-08,
"SPI","result",2.62973232,1e-06,0x01
"SPI","disable",2.62973464,3.99999999e-08,
"SPI","enable",2.62973984,3.99999994e-08,
"SPI","result",2.62974064,9.6e-07,0x75
"SPI","disable",2.62974296,3.99999999e-08,
"SPI","enable",2.62974816,3.99999999e-08,
"SPI","result",2.62974896,9.6e-07,0x02
"SPI","disable",2.62975128,3.99999999e-08,
"SPI","enable",2.62975644,3.99999999e-08,
"SPI","result",2.62975728,9.6e-07,0x02
"SPI","disable",2.62975956,3.99999999e-08,
"SPI","enable",2.62978496,3.99999999e-08,
"SPI","result",2.62978576,1e-06,0x15
"SPI","disable",2.62978808,4.00000004e-08,
"SPI","enable",2.62979328,4.00000004e-08,
"SPI","result",2.62979408,1e-06,0x01
"SPI","disable",2.6297964,3.99999994e-08,
"SPI","enable",2.6298016,4.00000004e-08,
"SPI","result",2.6298024,9.6e-07,0x01
"SPI","disable",2.62980472,3.99999999e-08,
"SPI","enable",2.62980988,4.00000004e-08,
"SPI","result",2.62981072,9.6e-07,0x75
"SPI","disable",2.629813,3.99999999e-08,
"SPI","enable",2.6298182,4.00000004e-08,
"SPI","result",2.629819,1e-06,0x03
"SPI","disable",2.62982132,4.00000004e-08,
"SPI","enable",2.62982652,3.99999999e-08,
"SPI","result",2.62982732,1e-06,0x03
"SPI","disable",2.62982964,3.99999999e-08,
"SPI","enable",2.62986108,3.99999999e-08,
"SPI","result",2.62986188,1e-06,0x15
"SPI","disable",2.6298642,3.99999999e-08,
"SPI","enable",2.6298694,3.99999999e-08,
"SPI","result",2.6298702,1e-06,0x01
"SPI","disable",2.62987252,3.99999994e-08,
"SPI","enable",2.62987772,3.99999999e-08,
"SPI","result",2.62987852,1e-06,0x01
"SPI","disable",2.62988084,3.99999999e-08,
"SPI","enable",2.62988604,3.99999994e-08,
"SPI","result",2.62988684,1e-06,0x75
"SPI","disable",2.62988916,4.00000004e-08,
"SPI","enable",2.62989436,3.99999999e-08,
"SPI","result",2.62989516,9.60000001e-07,0x04
"SPI","disable",2.62989748,3.99999999e-08,
"SPI","enable",2.62990268,4.00000004e-08,
"SPI","result",2.62990348,9.6e-07,0x04
"SPI","disable",2.62990576,3.99999999e-08,
"SPI","enable",2.62993116,3.99999999e-08,
"SPI","result",2.62993196,1e-06,0x15
"SPI","disable",2.62993428,3.99999999e-08,
"SPI","enable",2.62993948,4.00000004e-08,
"SPI","result",2.62994028,1e-06,0x01
"SPI","disable",2.6299426,3.99999994e-08,
"SPI","enable",2.6299478,3.99999999e-08,
"SPI","result",2.6299486,9.6e-07,0x01
"SPI","disable",2.62995092,3.99999999e-08,
"SPI","enable",2.62995612,3.99999994e-08,
"SPI","result",2.62995692,9.6e-07,0x75
"SPI","disable",2.62995924,4.00000004e-08,
"SPI","enable",2.6299644,4.00000004e-08,
"SPI","result",2.62996524,9.6e-07,0x05
"SPI","disable",2.62996752,3.99999999e-08,
"SPI","enable",2.62997272,3.99999994e-08,
"SPI","result",2.62997352,1e-06,0x05
"SPI","disable",2.62997584,3.99999999e-08,
"SPI","enable",2.63000124,3.99999999e-08,
"SPI","result",2.63000204,1e-06,0x15
"SPI","disable",2.63000436,3.99999999e-08,
"SPI","enable",2.63000956,4.00000004e-08,
"SPI","result",2.63001036,9.6e-07,0x01
"SPI","disable",2.63001268,3.99999994e-08,
"SPI","enable",2.63001788,3.99999999e-08,
"SPI","result",2.63001868,9.6e-07,0x01
"SPI","disable",2.63002096,4.00000004e-08,
"SPI","enable",2.63002616,4.00000004e-08,
"SPI","result",2.630027,9.6e-07,0x75
"SPI","disable",2.63002928,3.99999994e-08,
"SPI","enable",2.63003448,4.00000004e-08,
"SPI","result",2.63003528,1e-06,0x06
"SPI","disable",2.6300376,3.99999999e-08,
"SPI","enable",2.6300428,3.99999999e-08,
"SPI","result",2.6300436,1e-06,0x06
"SPI","disable",2.63004592,3.99999999e-08,
"SPI","enable",2.63008432,4.00000004e-08,
"SPI","result",2.63008512,9.6e-07,0x15
"SPI","disable",2.63008744,3.99999994e-08,
"SPI","enable",2.6300926,3.99999999e-08,
"SPI","result",2.63009344,9.6e-07,0x02
"SPI","disable",2.63009572,4.00000004e-08,
"SPI","enable",2.63010092,4.00000004e-08,
"SPI","result",2.63010172,1e-06,0x02
"SPI","disable",2.63010404,3.99999999e-08,
"SPI","enable",2.63010924,4.00000004e-08,
"SPI","result",2.63011004,1e-06,0x75
"SPI","disable",2.63011236,3.99999999e-08,
"SPI","enable",2.63011756,3.99999999e-08,
"SPI","result",2.63011836,1e-06,0x02
"SPI","disable",2.63012068,3.99999999e-08,
"SPI","enable",2.63012588,3.99999999e-08,
"SPI","result",2.63012668,1e-06,0x02
"SPI","disable",2.630129,3.99999994e-08,
"SPI","enable",2.6301578,3.99999999e-08,
"SPI","result",2.63015864,9.6e-07,0x15
"SPI","disable",2.63016092,4.00000004e-08,
"SPI","enable",2.63016612,3.99999994e-08,
"SPI","result",2.63016692,1e-06,0x02
"SPI","disable",2.63016924,4.00000004e-08,
"SPI","enable",2.63017444,4.00000004e-08,
"SPI","result",2.63017524,1e-06,0x02
"SPI","disable",2.63017756,3.99999999e-08,
"SPI","enable",2.63018276,4.00000004e-08,
"SPI","result",2.63018356,1e-06,0x75
"SPI","disable",2.63018588,4.00000004e-08,
"SPI","enable",2.63019108,3.99999999e-08,
"SPI","result",2.63019188,9.6e-07,0x04
"SPI","disable",2.6301942,3.99999999e-08,
"SPI","enable",2.6301994,4.00000004e-08,
"SPI","result",2.6302002,9.6e-07,0x04
"SPI","disable",2.63020252,3.99999994e-08,
"SPI","enable",2.63024088,3.99999994e-08,
"SPI","result",2.63024168,1e-06,0x15
"SPI","disable",2.630244,4.00000004e-08,
"SPI","enable",2.6302492,3.99999999e-08,
"SPI","result",2.63025,1e-06,0x03
"SPI","disable",2.63025232,3.99999999e-08,
"SPI","enable",2.63025752,4.00000004e-08,
"SPI","result",2.63025832,1e-06,0x03
"SPI","disable",2.63026064,4.00000004e-08,
"SPI","enable",2.63026584,3.99999999e-08,
"SPI","result",2.63026664,9.6e-07,0x75
"SPI","disable",2.63026896,4.00000004e-08,
"SPI","enable",2.63027412,3.99999999e-08,
"SPI","result",2.63027496,9.6e-07,0x00
"SPI","disable",2.63027724,4.00000004e-08,
"SPI","enable",2.63028244,3.99999994e-08,
"SPI","result",2.63028324,1e-06,0x00
"SPI","disable",2.63028556,4.00000004e-08,
"SPI","enable",2.63031096,3.99999994e-08,
"SPI","result",2.63031176,1e-06,0x15
"SPI","disable",2.63031408,3.99999999e-08,
"SPI","enable",2.63031928,3.99999999e-08,
"SPI","result",2.63032008,9.6e-07,0x03
"SPI","disable",2.6303224,3.99999999e-08,
"SPI","enable",2.6303276,3.99999999e-08,
"SPI","result",2.6303284,9.6e-07,0x03
"SPI","disable",2.63033072,4.00000004e-08,
"SPI","enable",2.63033588,3.99999999e-08,
"SPI","result",2.63033672,9.6e-07,0x75
"SPI","disable",2.630339,3.99999994e-08,
"SPI","enable",2.6303442,3.99999999e-08,
"SPI","result",2.630345,1e-06,0x01
"SPI","disable",2.63034732,4.00000004e-08,
"SPI","enable",2.63035252,3.99999994e-08,
"SPI","result",2.63035332,1e-06,0x01
"SPI","disable",2.63035564,4.00000004e-08,
"SPI","enable",2.63038104,3.99999994e-08,
"SPI","result",2.63038184,9.6e-07,0x15
"SPI","disable",2.63038416,3.99999999e-08,
"SPI","enable",2.63038932,4.00000004e-08,
"SPI","result",2.63039016,9.6e-07,0x03
"SPI","disable",2.63039244,3.99999999e-08,
"SPI","enable",2.63039764,3.99999999e-08,
"SPI","result",2.63039848,9.6e-07,0x03
"SPI","disable",2.63040076,3.99999999e-08,
"SPI","enable",2.63040596,3.99999999e-08,
"SPI","result",2.63040676,1e-06,0x75
"SPI","disable",2.63040908,3.99999994e-08,
"SPI","enable",2.63041428,3.99999999e-08,
"SPI","result",2.63041508,1e-06,0x02
"SPI","disable",2.6304174,4.00000004e-08,
"SPI","enable",2.6304226,3.99999994e-08,
"SPI","result",2.6304234,1e-06,0x02
"SPI","disable",2.63042572,4.00000004e-08,
"SPI","enable",2.63045108,4.00000004e-08,
"SPI","result",2.63045192,9.6e-07,0x15
"SPI","disable",2.6304542,3.99999999e-08,
"SPI","enable",2.6304594,4.00000004e-08,
"SPI","result",2.6304602,1e-06,0x03
"SPI","disable",2.63046252,3.99999999e-08,
"SPI","enable",2.63046772,3.99999999e-08,
"SPI","result",2.63046852,1e-06,0x03
"SPI","disable",2.63047084,3.99999999e-08,
"SPI","enable",2.63047604,4.00000004e-08,
"SPI","result",2.63047684,1e-06,0x75
"SPI","disable",2.63047916,3.99999994e-08,
"SPI","enable",2.63048436,3.99999999e-08,
"SPI","result",2.63048516,1e-06,0x03
"SPI","disable",2.63048748,3.99999999e-08,
"SPI","enable",2.63049268,3.99999994e-08,
"SPI","result",2.63049348,9.6e-07,0x03
"SPI","disable",2.6304958,4.00000004e-08,
"SPI","enable",2.63052116,4.00000004e-08,
"SPI","result",2.63052196,1e-06,0x15
"SPI","disable",2.63052428,3.99999999e-08,
"SPI","enable",2.63052948,4.00000004e-08,
"SPI","result",2.63053028,1e-06,0x03
"SPI","disable",2.6305326,4.00000004e-08,
"SPI","enable",2.6305378,3.99999999e-08,
"SPI","result",2.6305386,1e-06,0x03
"SPI","disable",2.63054092,3.99999999e-08,
"SPI","enable",2.63054612,4.00000004e-08,
"SPI","result",2.63054692,9.6e-07,0x75
"SPI","disable",2.63054924,3.99999994e-08,
"SPI","enable",2.63055444,3.99999999e-08,
"SPI","result",2.63055524,9.6e-07,0x04
"SPI","disable",2.63055752,4.00000004e-08,
"SPI","enable",2.63056272,4.00000004e-08,
"SPI","result",2.63056356,9.6e-07,0x04
"SPI","disable",2.63056584,3.99999994e-08,
"SPI","enable",2.63059124,3.99999999e-08,
"SPI","result",2.63059204,1e-06,0x15
"SPI","disable",2.63059436,3.99999999e-08,
"SPI","enable",2.63059956,4.00000004e-08,
"SPI","result",2.63060036,1e-06,0x03
"SPI","disable",2.63060268,4.00000004e-08,
"SPI","enable",2.63060788,3.99999999e-08,
"SPI","result",2.63060868,9.6e-07,0x03
"SPI","disable",2.630611,3.99999999e-08,
"SPI","enable",2.63061616,3.99999999e-08,
"SPI","result",2.630617,9.6e-07,0x75
"SPI","disable",2.63061928,4.00000004e-08,
"SPI","enable",2.63062448,3.99999999e-08,
"SPI","result",2.63062528,1e-06,0x05
"SPI","disable",2.6306276,4.00000004e-08,
"SPI","enable",2.6306328,4.00000004e-08,
"SPI","result",2.6306336,1e-06,0x05
"SPI","disable",2.63063592,3.99999999e-08,
"SPI","enable",2.63066132,3.99999999e-08,
"SPI","result",2.63066212,9.6e-07,0x15
"SPI","disable",2.63066444,3.99999999e-08,
"SPI","enable",2.63066964,4.00000004e-08,
"SPI","result",2.63067044,9.6e-07,0x03
"SPI","disable",2.63067276,4.00000004e-08,
"SPI","enable",2.63067792,3.99999999e-08,
"SPI","result",2.63067876,9.6e-07,0x03
"SPI","disable",2.63068104,3.99999999e-08,
"SPI","enable",2.63068624,3.99999999e-08,
"SPI","result",2.63068704,1e-06,0x75
"SPI","disable",2.63068936,4.00000004e-08,
"SPI","enable",2.63069456,3.99999999e-08,
"SPI","result",2.63069536,1e-06,0x06
"SPI","disable",2.63069768,4.00000004e-08,
"SPI","enable",2.63070288,4.00000004e-08,
"SPI","result",2.63070368,1e-06,0x06
"SPI","disable",2.630706,3.99999999e-08,
"SPI","enable",2.63074436,3.99999999e-08,
"SPI","result",2.6307452,9.6e-07,0x15
"SPI","disable",2.63074748,3.99999999e-08,
"SPI","enable",2.63075268,3.99999999e-08,
"SPI","result",2.63075348,9.99999999e-07,0x04
"SPI","disable",2.6307558,3.99999994e-08,
"SPI","enable",2.630761,3.99999999e-08,
"SPI","result",2.6307618,1e-06,0x04
"SPI","disable",2.63076412,4.00000004e-08,
"SPI","enable",2.63076932,3.99999994e-08,
"SPI","result",2.63077012,1e-06,0x75
"SPI","disable",2.63077244,4.00000004e-08,
"SPI","enable",2.63077764,4.00000004e-08,
"SPI","result",2.63077844,1e-06,0x02
"SPI","disable",2.63078076,3.99999999e-08,
"SPI","enable",2.63078596,4.00000004e-08,
"SPI","result",2.63078676,9.6e-07,0x02
"SPI","disable",2.63078908,4.00000004e-08,
"SPI","enable",2.63081788,3.99999999e-08,
"SPI","result",2.63081868,1e-06,0x15
"SPI","disable",2.630821,3.99999999e-08,
"SPI","enable",2.6308262,4.00000004e-08,
"SPI","result",2.630827,1e-06,0x04
"SPI","disable",2.63082932,3.99999994e-08,
"SPI","enable",2.63083452,3.99999999e-08,
"SPI","result",2.63083532,1e-06,0x04
"SPI","disable",2.63083764,3.99999999e-08,
"SPI","enable",2.63084284,3.99999994e-08,
"SPI","result",2.63084364,9.6e-07,0x75
"SPI","disable",2.63084596,4.00000004e-08,
"SPI","enable",2.63085116,3.99999999e-08,
"SPI","result",2.63085196,9.6e-07,0x04
"SPI","disable",2.63085428,3.99999999e-08,
"SPI","enable",2.63085944,3.99999994e-08,
"SPI","result",2.63086028,9.6e-07,0x04
"SPI","disable",2.63086764,4.00000004e-08,
"SPI","enable",2.63094352,3.99999999e-08,
"SPI","result",2.63094432,1e-06,0x15
"SPI","disable",2.63094664,3.99999999e-08,
"SPI","enable",2.63095184,4.00000004e-08,
"SPI","result",2.63095264,1e-06,0x06
"SPI","disable",2.63095496,3.99999999e-08,
"SPI","enable",2.63096016,3.99999999e-08,
"SPI","result",2.63096096,1e-06,0x06
"SPI","disable",2.63096328,4.00000004e-08,
"SPI","enable",2.63096848,4.00000004e-08,
"SPI","result",2.63096928,9.6e-07,0x75
"SPI","disable",2.6309716,3.99999999e-08,
"SPI","enable",2.6309768,4.00000004e-08,
"SPI","result",2.6309776,9.6e-07,0x02
"SPI","disable",2.63097988,4.00000004e-08,
"SPI","enable",2.63098508,4.00000004e-08,
"SPI","result",2.63098592,9.6e-07,0x02
"SPI","disable",2.6309882,4.00000004e-08,
"SPI","enable",2.63101704,3.99999999e-08,
"SPI","result",2.63101784,1e-06,0x15
"SPI","disable",2.63102016,3.99999999e-08,
"SPI","enable",2.63102536,3.99999999e-08,
"SPI","result",2.63102616,9.6e-07,0x06
"SPI","disable",2.63102848,4.00000004e-08,
"SPI","enable",2.63103368,3.99999999e-08,
"SPI","result",2.63103448,9.6e-07,0x06
"SPI","disable",2.6310368,4.00000004e-08,
"SPI","enable",2.63104196,3.99999999e-08,
"SPI","result",2.6310428,9.6e-07,0x75
"SPI","disable",2.63104508,4.00000004e-08,
"SPI","enable",2.63105028,3.99999994e-08,
"SPI","result",2.63105108,1e-06,0x04
"SPI","disable",2.6310534,4.00000004e-08,
"SPI","enable",2.6310586,4.00000004e-08,
"SPI","result",2.6310594,1e-06,0x04
"SPI","disable",2.63106172,3.99999999e-08,
"SPI","enable",2.63110012,3.99999999e-08,
"SPI","result",2.63110092,9.6e-07,0x15
"SPI","disable",2.63110324,4.00000004e-08,
"SPI","enable",2.63110844,3.99999994e-08,
"SPI","result",2.63110924,9.6e-07,0x07
"SPI","disable",2.63111152,3.99999999e-08,
"SPI","enable",2.63111672,3.99999999e-08,
"SPI","result",2.63111756,9.6e-07,0x07
"SPI","disable",2.63111984,3.99999999e-08,
"SPI","enable",2.63112504,3.99999994e-08,
"SPI","result",2.63112584,1e-06,0x75
"SPI","disable",2.63112816,4.00000004e-08,
"SPI","enable",2.63113336,3.99999999e-08,
"SPI","result",2.63113416,1e-06,0x00
"SPI","disable",2.63113648,4.00000004e-08,
"SPI","enable",2.63114168,4.00000004e-08,
"SPI","result",2.63114248,1e-06,0x00
"SPI","disable",2.6311448,3.99999999e-08,
"SPI","enable",2.63117016,3.99999999e-08,
"SPI","result",2.631171,9.6e-07,0x15
"SPI","disable",2.63117328,3.99999999e-08,
"SPI","enable",2.63117848,4.00000004e-08,
"SPI","result",2.63117928,1e-06,0x07
"SPI","disable",2.6311816,3.99999994e-08,
"SPI","enable",2.6311868,3.99999999e-08,
"SPI","result",2.6311876,1e-06,0x07
"SPI","disable",2.63118992,3.99999999e-08,
"SPI","enable",2.63119512,3.99999994e-08,
"SPI","result",2.63119592,1e-06,0x75
"SPI","disable",2.63119824,4.00000004e-08,
"SPI","enable",2.63120344,3.99999999e-08,
"SPI","result",2.63120424,1e-06,0x01
"SPI","disable",2.63120656,3.99999999e-08,
"SPI","enable",2.63121176,4.00000004e-08,
"SPI","result",2.63121256,9.6e-07,0x01
"SPI","disable",2.63121488,4.00000004e-08,
"SPI","enable",2.63124024,3.99999999e-08,
"SPI","result",2.63124104,1e-06,0x15
"SPI","disable",2.63124336,3.99999999e-08,
"SPI","enable",2.63124856,4.00000004e-08,
"SPI","result",2.63124936,1e-06,0x07
"SPI","disable",2.63125168,3.99999994e-08,
"SPI","enable",2.63125688,4.00000004e-08,
"SPI","result",2.63125768,1e-06,0x07
"SPI","disable",2.63126,3.99999999e-08,
"SPI","enable",2.6312652,3.99999994e-08,
"SPI","result",2.631266,9.6e-07,0x75
"SPI","disable",2.63126832,3.99999999e-08,
"SPI","enable",2.63127352,3.99999999e-08,
"SPI","result",2.63127432,9.6e-07,0x02
"SPI","disable",2.63127664,3.99999999e-08,
"SPI","enable",2.6312818,3.99999999e-08,
"SPI","result",2.63128264,9.6e-07,0x02
"SPI","disable",2.63128492,3.99999999e-08,
"SPI","enable",2.63131032,3.99999999e-08,
"SPI","result",2.63131112,1e-06,0x15
"SPI","disable",2.63131344,4.00000004e-08,
"SPI","enable",2.63131864,4.00000004e-08,
"SPI","result",2.63131944,1e-06,0x07
"SPI","disable",2.63132176,3.99999994e-08,
"SPI","enable",2.63132696,4.00000004e-08,
"SPI","result",2.63132776,9.6e-07,0x07
"SPI","disable",2.63133008,3.99999999e-08,
